,0
0,-0.03177599905945172
1,0.07857660949847448
2,-0.09761209162217206
3,0.027429120037740323
4,0.03744112426018343
5,0.06105265747735876
6,-0.062450390538985136
7,-0.03365271435073178
8,0.005462527203355128
9,-0.14450503752131735
10,-0.07751550354815859
11,-0.06860285788674148
12,-0.06379169612793835
13,0.10057770423064667
14,0.011049928187172774
15,-0.001099622889706363
16,-0.02848492740679905
17,0.037915200331988565
18,-0.07366310397258562
19,-0.10801540615812849
20,0.013658907769705698
21,0.04422491546089933
22,-0.013423232793533196
23,-0.024379681779407667
24,-0.08597096682028049
25,-0.02650534242862509
26,-0.03780599909761231
27,-0.11442263369435614
28,0.007292309519067288
29,0.06888138121461118
30,0.026815502299417593
31,-0.021722107974669003
32,-0.06765829182199849
33,-0.06337869304240124
34,-0.057805978888191466
35,-0.005295889849936341
36,-0.004414631410053572
37,-0.02571351622410082
38,-0.057597649961209765
39,0.13849145939826243
40,-0.005136057336657566
41,0.037675186518202085
42,-0.003517552496538918
43,0.12816084762254343
44,-0.0228767804984859
45,-0.05818479336571263
46,0.00631235755131935
47,0.015301918328646353
48,-0.04461403028726325
49,0.020832080568302953
50,-0.05668625663208792
51,0.09483975934444974
52,0.08816740944273013
53,0.016795224007294177
54,0.039899007566465444
55,-0.011530384263975527
56,-0.023813727242923414
57,0.0003556211211795869
58,-0.03383147886148884
59,0.10021243617373723
60,0.06566615137567473
61,0.006692175689143198
62,-0.018259572628152337
63,0.019330321260990314
64,-0.06852440012782506
65,-0.15931132011120955
66,-0.12496458531823887
67,-0.058979612028247745
68,-0.007865420596979783
69,0.05511906766861362
70,0.05294044753184668
71,-0.029251899788858657
72,-0.04392393085094125
73,-0.031119668815761285
74,0.06003949580405232
75,0.13427962606814878
76,-0.02007823670265732
77,-0.08036752313663874
78,-0.0516216489309299
79,-0.016365946873230338
80,-0.031301292774179174
81,0.23704561267263566
82,-0.09426299853073782
83,0.025666598801151963
84,-0.020947583393246493
85,-0.02283959731858284
86,-0.055419983431485034
87,0.06677967768719191
88,-0.0038702275716562557
89,0.09767619000802905
90,-0.005381586818810689
91,0.02654896214295695
92,0.06696210266920037
93,0.03889578418636021
94,-0.05051138739100322
95,-0.002639505609927263
96,0.025774005766376958
97,0.03492071361562297
98,0.06902120981229244
99,-0.01801531759024497
100,-0.01962802512235492
101,-0.03843305050502619
102,-0.032917649731801876
103,-0.025165746224993492
104,-0.033116876448897256
105,0.09422188399322265
106,0.05164390374910793
107,-0.03563737605245409
108,-0.0875840540297476
109,-0.10154982200361817
110,-0.05900940562036514
111,0.1124614056911577
112,0.024877061071948172
113,-0.03130924489145295
114,0.014821971043349457
115,-0.012279211337526378
116,-0.0439040779507542
117,-0.11501336462546331
118,-0.0034716014680345724
119,0.026275953530948387
120,0.016744989202423684
121,0.04176318367533629
122,0.044565152418888546
123,-0.017087050366709804
124,0.11559428718928311
125,0.021046370236885048
126,0.023258772813143758
127,-0.027342450279534216
128,-0.051256267630315745
129,0.037833405594773106
130,-0.016146718907563723
131,-0.01059027527578706
132,-0.05412946718230776
133,-0.1155113246667948
134,-0.04062997053562657
135,-0.06463121020775395
136,0.1369869807605991
137,0.10345451886938377
138,0.11424954230222834
139,0.08746851664194363
140,-0.053749293830979254
141,0.023734187592548073
142,-0.04878689973464328
143,0.048685067090522845
144,-0.08414584349992071
145,-0.030489613678038423
146,-0.04115478935893899
147,0.07548264578872962
148,0.021312175552553828
149,0.15481983902099933
150,-0.03344136876209553
151,-0.054217581314118614
152,0.031519912701913025
153,-0.008261936058695098
154,-0.08643631381644837
155,-0.05218428755273307
156,0.1434110659681894
157,-0.027681887120620186
158,0.04978969656399183
159,0.028656372526467234
160,-0.036180674729891935
161,0.04857941687556209
162,0.018662865948875434
163,0.05878615247165055
164,0.053768890818551705
165,0.013469450227406194
166,-0.0449573031515399
167,0.02074977062820566
168,-0.055782125992212314
169,0.05937679742315728
170,0.004893995810409103
171,0.03692166083210333
172,0.06112890954223096
173,0.08013035592585617
174,-0.008494570076265947
175,-0.0138141549468836
176,-0.13480066069865135
177,0.024960997801131854
178,0.10208663259792707
179,0.10946760534576769
180,0.14477121120037886
181,0.09439369802354707
182,-0.02147081123227452
183,0.02938270309476328
184,-0.08365778758070032
185,-0.0906491462025048
186,0.07620946674537686
187,-0.046812223182650735
188,0.01384979218552454
189,-0.07203884933606984
190,-0.014113772335343097
191,0.03916841310874089
192,0.09572421052205904
193,0.05879068765819762
194,-0.06838242585443081
195,-0.025519488158211846
196,0.015750191120919216
197,0.06117988340247268
198,-0.017746701623195565
199,-0.0580779969991035
200,0.021539298554577438
201,0.04206147497445786
202,-0.010697156119815426
203,0.04246987822113622
204,-0.0717410392470869
205,-0.04866066292906449
206,0.03559595922562808
207,0.006372732203945301
208,-0.1270353654590515
209,0.04328846222985898
210,-0.03458311766759897
211,0.03544326009381225
212,-0.0709587932999863
213,-0.12256432862226671
214,-0.09581467944572641
215,0.07451901084616468
216,-0.040892278920290154
217,-0.05113329599664091
218,-0.030254872333064037
219,0.026392376477213063
220,0.018646693663145215
221,-0.12796732124809812
222,-0.02324377542974107
223,-0.07179596750535562
224,-0.01202156042574539
225,-0.14439997050685288
226,0.03015832797941639
227,-0.008754818947649717
228,-0.07343390243210758
229,0.0066937477918332725
230,-0.008167305853391793
231,-0.020216215365745704
232,0.010602512807482976
233,0.03979871693125861
234,0.08040219763450673
235,0.012474456801346047
236,-0.04235046117599398
237,0.18166709335660786
238,-0.01230514523168516
239,0.04224828006851739
240,0.018587891647761413
241,-0.03286123488065904
242,-0.055479825972716584
243,0.05805984612207359
244,0.08468467222502367
245,0.07500628157822022
246,-0.08386561586587325
247,0.03491994805360041
248,0.06520204846607869
249,0.020875634842862225
250,-0.1256252086255771
251,0.11054260055190238
252,0.08576281044227498
253,-0.000519875495599206
254,0.002921809610707133
255,-0.08708508735281716
256,0.05576339775740078
257,0.03544525192896141
258,0.04037864813344574
259,-0.034293958840188314
260,-0.10308572234866711
261,-0.016852055556611976
262,-0.023727469380849114
263,-0.0636603970670561
264,-0.020361837547099134
265,0.0728986562553371
266,-0.019358036322538522
267,0.11933633460130706
268,0.043688803763495834
269,0.01785739780475882
270,-0.0015878463535687203
271,0.04404644513788781
272,0.019853352210838265
273,0.04983498806031008
274,-0.012765283119844928
275,0.06916187772131202
276,-0.0028193173166384047
277,0.037514073836538035
278,-0.02329709648710958
279,-0.01889127612556891
280,0.03305991436469688
281,0.02601136804640259
282,0.15865525635870584
283,-0.08243259059877307
284,0.012164363836293865
285,-0.021557902909495427
286,0.08569246794040589
287,0.09340770787078682
288,0.014637793049897112
289,0.0009431495254769127
290,-0.02603453838107312
291,-0.05574117479846351
292,0.045651439201511275
293,-0.0735020512281187
294,0.004571028648063243
295,0.08914013269527535
296,0.007247302485291792
297,-0.031413577925631736
298,0.09574143409550027
299,-0.020993622721972256
300,-0.03552434951444417
301,-0.04857172794016102
302,0.014382614554239347
303,-0.16684595353930282
304,0.12242966298760695
305,-0.016286656228368616
306,-0.09200387677368502
307,0.028752420843213132
308,-0.0032053710763084243
309,-0.12250937539456118
310,-0.01945115793813891
311,0.03564652169145103
312,-0.012890389534299235
313,-0.05419429854036141
314,0.0026744325934784513
315,-0.019755008046341886
316,-0.05797214348714729
317,-0.0043608649211925275
318,0.053112589949013495
319,-0.05974693255218218
320,-0.06713260723951422
321,-0.06585731738295715
322,-0.04770700123417698
323,-0.02515465053246934
324,0.04935735451229279
325,-0.027959113788378773
326,-0.12226173637736573
327,0.022784424969766126
328,-0.03385431392703838
329,-0.03779139586233976
330,-0.01224523206717987
331,-0.018704346722652514
332,-0.004421348328447733
333,-0.0020141742994539045
334,0.010778169419432685
335,0.0171987626144245
336,-0.08786311529309244
337,0.005806125393122552
338,-0.0023870506727062786
339,0.02365620784585528
340,-0.017830308285623805
341,-0.038319997829316825
342,-0.038236530223886185
343,0.0021227468546988577
344,0.06693051466538656
345,-0.007550428487053616
346,0.048945640172842926
347,0.02448452689690056
348,-0.02619987480681209
349,-0.06728442341500067
350,0.02883663144778442
351,-0.09920912652059466
352,0.027267354600363756
353,0.013908918328813968
354,0.08998845893026601
355,-0.009501615977832788
356,-0.05559329162931362
357,0.13816819076363127
358,-0.07487601629920382
359,0.0072307406602468965
360,-0.06761436068635113
361,-0.07409445359384742
362,-0.022896529633715895
363,-0.006747384508889528
364,-0.1646315073956755
365,0.10174490174573098
366,0.08522521327529438
367,-0.08182380374039747
368,-0.05005061890584505
369,-0.08646919632272489
370,0.04120203034831749
371,-0.005563438013946097
372,0.09633037853409238
373,-0.008727499444335875
374,0.06712070071409242
375,-0.12233774977486918
376,-0.11408484985212784
377,-0.07635621576085812
378,-0.03504309243524678
379,-0.03767682398185686
380,-0.10600709462193099
381,0.0037702702559370797
382,-0.12579191955170327
383,0.009431949751658538
384,-0.024709817038630944
385,-0.03249129431231835
386,-0.06626820562152164
387,-0.09532325016519005
388,0.061459640179673876
389,-0.054086336654639064
390,-0.02654939881179636
391,0.06264301657321354
392,-0.024435134480325665
393,-0.023768415659170795
394,0.07166990426668156
395,0.00031349401346410656
396,-0.009780200121319527
397,-0.06766400622533372
398,0.015604175132899006
399,0.12259110302025585
400,0.015275626649697383
401,0.06216363303089786
402,-0.02454132191764493
403,0.08629436247455816
404,0.006825875721283855
405,-0.029619249678953394
406,-0.06752350863617118
407,0.10065452173234085
408,-0.05923457306093323
409,0.030276812950231657
410,0.06481457950630759
411,-0.08122218839886194
412,-0.028916084281487668
413,0.0299133964999968
414,0.04427031206357052
415,-0.01917669987108497
416,-0.04074989774933113
417,0.027593849086054802
418,0.12194029084646593
419,-0.04337695945757815
420,0.050452798965950146
421,0.00875340833912276
422,-0.016638964211680356
423,-0.008067985966559978
424,0.017145341857870092
425,-0.021499340751796724
426,-0.03060159325933042
427,-0.00466573276740866
428,0.030597316708442283
429,0.02754980136315844
430,0.06925416607219952
431,0.02258244238064455
432,-0.09100441328666939
